id,img_path,overview,cat1_result,result
TEST_00003,./image/test/TEST_00003.jpg,다양한 형태의 청소년수련활동을 제공함으로써 청소년들이 민주사회의 주역이 될 수 있도록 건전하게 육성함을 목적으로 한다.,레포츠,수련시설
TEST_00019,./image/test/TEST_00019.jpg,"도봉구에 위치한 창동문화체육센터는 50,075㎡의 대규모 시설을 갖추고 있으며, 다양한 체육시설들을 갖추고 있다.",레포츠,수련시설
TEST_00022,./image/test/TEST_00022.jpg,"가족소풍은 담양군 용면 용연리에 위치한 곳으로 가든과 펜션이 함께 조성된 캠핑장이다. 약 13,000m² 규모의 부지에 일반야영장 42면과 카라반 6대로 구성되어 있다. 이곳은 가든과 펜션 바로 옆에 계곡이 있어 여름에 물놀이는 물론 맑은 계곡물 속에서 피라미, 다슬기 등을 만날 수 있다. 또한 캠핑장 내 닭장이 있어 관상용 닭들과 달걀 낳는 것을 보는 묘미도 있다. 이곳은 사이트가 넓은 편이고 바닥은 파쇄석으로 이루어져 있다. 사이트엔 나무그늘이 많아 무더운 여름에도 땡볕 걱정없이 시원하게 이용할 수 있다. 캠핑장은 전체적으로 정돈이 잘 되어 있으며 화장실, 개수대, 샤워장이 가까워서 편리하다. 특히 개수대는 곳곳에 자리 잡고 있어 먼 걸음으로 이동하지 않아도 가볍게 이용할 수 있다. 또한 텐트 대여도 가능하다. 이밖에도 매점에서  음료수, 빙과류, 석쇠, 장작 등을 판매하고 제빙기가 있어 얼음도 쉽게 구할 수 있다.",레포츠,"야영장,오토캠핑장"
TEST_00032,./image/test/TEST_00032.jpg,"보은글램핑은 충북 보은군 속리산면에 자리 잡고 있다. 보은군청을 기점으로 10㎞가량 거리이다. 자동차로 보청대로, 동학로, 속리산로를 차례로 달리면 닿는다. 도착까지 소요되는 시간은 20분 안팎이다. 캠핑장 바로 앞에 맑은 계곡이 있어서 여름철 물놀이와 다슬기 채취 체험을 하기 좋다. 야영장 전체가 숲으로 둘러싸여 있어 자연친화적이다. 캠핑장에는 글램핑 12개 동을 마련했다. 대체적으로 각 사이트 사이의 거리가 멀어 프라이빗한 캠핑을 즐길 수 있다. 글램핑 객실 내부에는 침구류, 소파, 화장실, 샤워실, TV, 냉장고, 에어컨을 비치했다. 외부 전용 데크에는 개수대, 전자레인지, 전기밥솥, 식기류, 취사도구, 의자, 테이블을 배치했다. 사계절 내내 평일 주말 모두 운영한다.<br/> 캠핑장 인근에 국립 속리산 말티재 자연휴양림, 대차리산 등이 있어 연계관광이 가능하다. 속리산면 방면으로 나가면 여러 음식점이 성업 중이다.",레포츠,"야영장,오토캠핑장"
TEST_00038,./image/test/TEST_00038.jpg,"충청남도 서천군 종천면에 위치한 희리산 해송자연휴양림 일반야영장은 사계절 해송으로 푸르른 곳이다. 해송 사이로 꽤 넓은 호수가 펼쳐져 있다. 제2 야영장은 계곡 하천 근처에 조성된 야영장으로 일반 야영 데크를 운영하고 있다. 서해 가까이에 있어 서천과 보령, 군산 지역 해안 여행의 숙박지로 이용하기 좋다. 서해안 고속도로 서천 IC에서 5Km, 국도에서 3Km 거리에 자리하고 있어 접근성이 높다.",레포츠,"야영장,오토캠핑장"
TEST_00043,./image/test/TEST_00043.jpg,"경상남도 밀양시 산외면에 위치한 가온 빌리지는 경부고속도로 밀양나들목 가까이에 있다. 산외면소재지에서 율전마을 쪽으로 들판을 가로질러 나가거나 단장 천변길을 따라가다 보면 율전마을 입구에 캠핑리조트의 전경이 나타난다. 2019년에 신축한 이곳은 글램핑 9동, 일반 사이트 30여 개로 나누어져 있어 다양한 테마의 객실을 선택하여 캠핑을 즐길 수 있다. 특히 반려견 운동장이 캠핑장 한편에 따로 마련되어 있고, 가온 카페와 찜질방, 어린이 북카페 등의 부대시설이 별도로 갖춰져 있어, 자연 속에서 사랑하는 반려견과 온 가족이 함께 즐길 수 있다. 또한 바비큐 시설도 완비되어 있어 전원에서 즐기는 캠핑의 여유와 낭만을 즐길 수 있다.",레포츠,"야영장,오토캠핑장"
TEST_00044,./image/test/TEST_00044.jpg,"수봉야영장은 강원도 양양 오색리에 위치한 야영장으로 설악산의 맑은 계곡과 소나무 숲을 즐길 수 있는 곳으로, 계곡 뷰가 좋기로 소문난 곳이다. 유명한 오색 약수터는 차량으로 10분 거리에 있다. 캠핑장 바닥은 파쇄석이고 총 20여 개의 사이트가 있는데, 나무그늘이 많고 앞에 계곡이 물놀이하기 좋다. 부대시설은 기본적인 것만 있고 연식이 있지만, 깨끗하게 관리되고 있어 큰 불편은 없다. 다만 아이들이 놀 거리는 계곡이 전부라 다소 심심할 수 있다. 하지만 물멍 불멍을 즐기기에는 최적의 캠핑장이다.",레포츠,"야영장,오토캠핑장"
TEST_00055,./image/test/TEST_00055.jpg,"강원도 영월에 위치한 영월오아시스 글램핑은 청령포 인근에 있는 글램핑 전용 캠핑장이다.  평창강의 줄기인 서강 강변에 위치하고 있고, 강 건너로 태백선 기차 철로가 보인다. 글램핑 6개와 방갈로 2개가 있는데, 글램핑 내부에는 티비와 냉난방 시설, 개별 욕실과 화장실을 비롯 필요한 집기가 모두 준비되어 있어 편리하다. 바비큐도 예약하면 준비가 되고, 매점에서 필요한 물품들도 판매하고 있어서 세면도구 이외 다른 준비물이 없어도 캠핑이 가능하다.",레포츠,"야영장,오토캠핑장"
TEST_00071,./image/test/TEST_00071.jpg,"모터스포츠의 꽃이라 불리는 포뮬러 경기의 축소판 카트이다. 카트는 남녀노소 구분없이 탈 수 있으며 조작법이 간단하고 저 중심 설계로 안정성이 높으며 동시에 빠른 속도감과 스릴을 만끽할 수 있다. 또한 카트조이에서는 철원의 대표적 레포츠인 래프팅, 서바이벌, 산악오토바이 등을 함께 즐길 수 있다.",레포츠,복합 레포츠
TEST_00074,./image/test/TEST_00074.jpg,"화니캠핑앤글램핑은 강원도 홍천군 동면에 있다. 중앙고속도로 횡성IC에서 홍천, 양평 방면으로 30분이면 도착한다. 캠핑장이 적당히 가파른 언덕 위에 자리를 잡은 덕분에 발아래로 내려다보이는 풍경이 일품이다. 아울러 산이 감싸 안고 있는 지형이라 고즈넉하다. 이곳은 캠핑장 3면과 글램핑 10면을 갖췄다. 캠핑장에서는 전기와 화로 사용이 가능하다. 글램핑 객실은 계단식으로 세 곳에 걸쳐 마련했다. 내부에는 침대를 비롯해 냉난방기, 취사도구, 냉장고 등 캠핑에 불편함이 없을 만큼의 물품을 비치했다. 화장실, 샤워장, 개수대는 외부에 있지만 가까운 편이다. 외부에는 어닝 아래 바비큐 시설, 테이블, 의자를 배치했다. 관리소를 겸한 매점에서는 주류, 식품 등을 판매하고, 그릴과 화로를 빌려준다. 여름 물놀이를 즐길 수 있는 수영장과 어린이 캠퍼가 좋아하는 트램펄린 등의 부대시설도 있다.",레포츠,"야영장,오토캠핑장"
TEST_00079,./image/test/TEST_00079.jpg,"초록슈피아 오토캠핑장은 펜션과 야영장을 함께 갖춘 캠핑장으로 영남의 알프스라 불리는 밀양 얼음골에 위치해 있다. 캠핑장은 30여 개의 파쇄석 사이트와 4동의 펜션으로 되어 있으며 사이트는 선착순으로 자유롭게 지정 사용이 가능하다.길 양쪽으로 사과나무가 심어져 있어 색다른 체험을 할 수 있고 여름철엔 수영장을 겨울철엔 눈썰매장을 운영해 어린이들이 즐길 수 있는 캠핑장이다.캠핑장 앞으로 계곡이 있어 하루종일 물소리를 들을 수 있다소형 반려견의 경우 동시입장이 가능하나 목줄이나 배변 청소 등 철저한 관리를 강조하고 있다. 주변엔 밀양표충사, 호박소, 얼음골(케이블카), 재약산, 영남루, 석남사, 사자평, 밀양댐, 구만폭포, 가지산 등이 있다.",레포츠,"야영장,오토캠핑장"
TEST_00085,./image/test/TEST_00085.jpg,"영주시 오래된 소백산역(희방사역)에 자리잡은 캠핑장은 경상북도 영주시 풍기읍에 위치하고 있다. 주위로 흐르는 맑은 냇물과 함께 죽령옛길은 영주시의 숨은 명소로 유명하다. 캠핑장 앞 은행나무는 가을에 절경을 이루며 4계절 아름다운 모습을 볼 수 있다. 주변 둘러볼만한 곳으로 희방폭포, 충기온천리조트, 인삼박물관 등이 있으며 죽령옛길 걷기 체험 프로그램, 사과따기 체험 프로그램도 체험 가능하다.",레포츠,"야영장,오토캠핑장"
TEST_00121,./image/test/TEST_00121.jpg,"병지방 계곡의 상류에 위치한 병지방 오토캠핑장은 계곡을 따라 길게 조성되어 있다. 산 뒷골 37면, 양지말 56면, 당거리 26명 등 종합 119면의 캠핑 사이트를 보유한 대형 캠핑장으로 횡성군에서 위탁 운영하고 있다. 샤워장, 화장실, 쉼터, 음수대, 물놀이 공원, 체육 시설 등 다양한 편의시설을 골고루 갖추고 있다. 캠핑장 내 산책로와 공터에 동물 조형물과 캐릭터 벤치를 설치해  어린이를 동반한 가족 캠퍼들을 배려했다. 이외에도 소나무가 있는 공간에 거울 기둥을 설치해 포토 존 역할을 하도록 했으며, 정자 옆에는 연못 트릭아트를 그려 시각적 재미를 주고 있다. 캠핑장이 있는 병지방 계곡은 6km에 걸쳐 맑은 물이 흐르고, 바로 옆으로 어답산 등산로가 있어 다양한 아웃도어 여행을 즐길 수 있다.",레포츠,"야영장,오토캠핑장"
TEST_00126,./image/test/TEST_00126.jpg,"2014년 9월 열린 제17회 인천아시아경기대회 기간동안 주경기장으로 사용된 인천아시아드주경기장은 2011년 6월에 착공하여 2014년 6월 1일에 개장하였다. 전체 부지면적은 63만 1,975㎡, 주경기장 연면적은 11만 3,620㎡이며, 지하 1층부터 지상 4층, 총 5층 규모로 관람석이 6만석이 넘는다. 주경기장 내부에는 각종 육상경기를 치를 수 있는 트랙과 국제 규격의 잔디 축구장이 설치되어 있으며, 주경기장 주변에 보조 경기장과 연면적 1415㎡ 규모의 연희크리켓경기장 등이 있다.",레포츠,자동차경주
TEST_00130,./image/test/TEST_00130.jpg,"일레븐CC는 충북 충주시 양성면에 자리 잡고 있다. 이곳에 방문하면 충주 국망산의 자연과 조화롭게 펼쳐지는 환상의 골프 코스와 깨끗하게 정돈된 아름다운 잔디, 수백 년 묵은 적송과 새하얀 백자작나무, 하늘을 찌를 듯 쭉 뻗은 낙엽송 단지 등의 수목이 파노라마처럼 흘러가는 듯한 수려한 자연경관을 즐길 수 있다.",레포츠,골프
TEST_00134,./image/test/TEST_00134.jpg,"제주글램핑은 천혜의 자연경관을 제주에서 즐길 수 있는 수목원 같은 숲속 글램핑장으로 국내 최대 규모의 80여 개의 글램핑 사이트를 가지고 있는 복합 휴양시설을 겸비한 캠핑장이다. 글램핑장을 비롯해 세미나장, 야외수영장, 편의점, 식당 등 고품격 부대시설을 갖추고 있다.글램핑장은 각각의 개별 정원을 갖추어 캠핑의 자유로움과 호텔의 편안함을 동시에 즐길 수 있는 카바나 텐트와 원뿔형의 감성 캠핑을 즐길 수 있는 인디언 텐트 등 색다른 경험을 할 수 있다. 넓은 주차장과 화장실이 딸려있지 않은 인디언 텐트 이용자를 위한 깨끗한 공용 화장실, 개수대, 최신시설의 샤워장, 일반 수영장과 아동용 수영장이 구분되어 있는 야자수가 가득한 이국적인 야외수영장 등은 제주글램핑장의 자랑이다. 그 외 농구장, 족구장, 아이들이 좋아하는 트램펄린 등 레저 활동도 여유롭게 할 수 있어 좋다.",레포츠,"야영장,오토캠핑장"
TEST_00143,./image/test/TEST_00143.jpg,"코리아 스마트시티 앤 리조트 內 코리아 컨트리클럽은 서울 강남에서 30~40분이면 도착할 수 있는 최적의 입지조건 외에도 야간 라이트시설 및 전자유도식 5인승용카트 등 최상의 시설과 고객서비스를 자랑하는 명문골프장으로서 많은 사랑을 받고 있다. 또한, 9홀의 증설에 따라 고객님들께 보다 나은 서비스를 제공할 수 있게 되었다.코리아CC의 코스는 업다운이 거의 없어 평이한 난이도를 가지고 있는듯 하지만 중앙에 커다란 연못을 끼고 4개홀이 아일랜드 그린으로 조성되어 있어 방심을 허용하지 않는 코스로 설계되었으며, 각 홀은 특정 수목을 심어 각각의 개성을 살리고 있어 아기자기한 멋을 뽐내고 있다.또한, 각종 프로 및 아마추어 골프대회를 유치하여 참가자 및 관계자들에게 찬사를 받고 있으며, 늘 최상의 Field 컨디션을 유지하기 위하여 코스관리에 심혈을 기울이고 있다.",레포츠,골프
TEST_00162,./image/test/TEST_00162.jpg,"거제 자연휴양림은 노자산 자락에 위치해 있다. 자연 친화적인 휴양지로 각광받고 있는 이곳은 완만한 경사의 숲 속에 자리 잡고 있어 캠핑과 산림욕을 동시에 즐길 수 있다. 57개의 캠핑 데크를 비롯해, 숲속의 집, 등산로, 산책로, 화장실, 취사장, 운동시설 등을 갖추고 있으며 모든 시설이 잘 관리되고 있다. 캠핑장비가 없을 경우, 다양한 숙박시설을 이용할 수도 있다. 취사도구는 물론 개별 화장실까지 갖춘 원룸형과 콘도형의 다양한 숙박시설이 있고, 텐트를 편리하게 설치할 수 있는 평상형 데크가 여러 개 구축되어 있다.  또한 등산로 곳곳에서 만나는 전망대에서는 멀리 한려해상국립공원을 비롯해 대마도까지 보이는 아름다운 바다 경치가 펼쳐진다. 산림욕을 위해 휴양림 내 산책로를 천천히 걸으면 2시간 정도 소요된다. 인근에 학동몽돌해수욕장, 구조라해수욕장, 어촌민속전시관 등 유명 관광지가 있어 연계관광이 용이하다. 가족 단위는 물론 단체 숙박도 가능하다.",레포츠,"야영장,오토캠핑장"
