id,img_path,overview,cat1_result,result
TEST_00008,./image/test/TEST_00008.jpg,"정유재란(1597年) 당시 육전에서 패퇴한 왜군선봉장 宇喜多秀家(우끼다히데이)와 藤堂高虎(도도 다카토라)가 호남을 공략하기 위한 전진기지 겸 최후 방어기지로 삼기 위해 3개월간 쌓은 토석성으로 왜장 소서행장(小西行長)이 이끈 1만 4천여 명의 왜병이 주둔하여 조·명연합군과 두차례에 걸쳐 격전을 벌였던 곳으로 남해안 26 왜성 중 유일하게 한 곳만 남아 있다. 순천왜성은 수륙 요충지로서 성곽 규모가 120,595m²(36,480평), 외성 2,502m, 내성 1,342m로 외곽성(토석성)3개, 본성(석성) 3첩, 성문 12개로 축조된 성곽으로 검단산성쪽의 육지부를 파서 바닷물이 차도록 섬처럼 만들고 연결 다리가 물에 뜨게 하여 예교, 왜교성이라 하며 일인들은 순천성이라 부르고 있다.임진란 패인이 전라도 의병과 수군의 용전에 있었다고 보고 전라도를 철저히 공략키 위해 풍신수길의 야심에 따라 전라도 각처에 진지를 구축해 공세를 강화하였으나 무술년(1598년) 8월 그가 급사 후 왜성에 주둔해 있던 침략 최정예 부대인 소서행장 왜군과 조·명 수륙 연합군 사이에 2개월에 걸친 최후·최대의 격전을 펼친 곳이다. 순천시가지에서 여수쪽으로 6㎞쯤 가다가 왼쪽으로 6㎞를 가면 200여호가 사는 신성리 마을과 이충무공을 배향한 충무사가 있고 남쪽 200m 지점 광양만에 접한 나지막한 송림에 위치한 왜성은 유정.권율이 이끄는 육군 3만6천, 진린, 이순신이 이끄는 수군 1만 5천병력이 왜성을 비롯 장도등을 오가며 왜군을 격멸했고 이충무공이 27일간을 머물면서 전사 하루 전 소서행장을 노량 앞바다로 유인하여 대첩을 거둔 유서 깊은 전적지로서 자라나는 후손들에게 역사의 산교육장이기도 하다.",인문(문화/예술/역사),성
TEST_00010,./image/test/TEST_00010.jpg,"토지를 한 눈에 본다. 토지문화관 토지문화관은 토지문화재단에서 학술·문화행사 및 연구, 창작, 집필활동을 지원하기 위하여 건립되었다. 우리와 이웃 나라의 석학, 예술인이 모여 환경을 위시하여 여러 방면의 현안 문제를 고민하고 토의함으로써 우리들 삶을 추구하고 미래를 모색하고, 전도유망한 학자, 예술가의 창작과 저술을 위하여 한적한 숲 속의 공간을 제공하고자 한다. 나아가 창조적이기보다 기능적 능력에 치중해 온 청소년들의 메마른 감성을 일깨워주고 자연과 삶의 이치를 깨닫게 하여 21세기에 대응하는 후진을 양성하고자 한다. 문화활동을 하고자 하는 사람은 자유롭게 이용할 수 있다. 토지문학관 옆에는 소박하게 지어진 박경리 선생의 집이 있다. 토지문화관의 주요사업 토지문화관은 (재)토지문화재단이 운영하는 문화예술공간이다. 토지문화관에서는 학술·문화행사를 기획하고 운영하고 있으며, 연구 및 창작활동도 지원하고 있다. 또 국제학술·문화교류 활동과 문화운동 및 교육활동도 활발하게 진행 중이다.국내외 문인 및 예술인에게 창작공간을 제공하며 박경리문학제, 박경리문학상 시상, 낭독공연, 청소년캠프, 문학강좌 등 문화예술의 공간이다. 또한 교육 및 문화공간이 필요한 단체 및 개인에게 공간을 대여해준다.",인문(문화/예술/역사),도서관
TEST_00013,./image/test/TEST_00013.jpg,"화림선원은 재단법인 선학원 소속의 사찰이다. 경기도 안산시 상록구 일동 수리산(修理山) 연봉인 은룡산(隱龍山) 자락에 자리하고 있다. 도시 속에 위치한 사찰이지만 수리산 연봉인 은용산에 의지하여 터를 닦아 아늑하게 자리 잡고 있다. 100년 정도 된 흙집과 오래된 우물물이 있어 질병을 치료한다는 소문을 듣고 물을 뜨러 오는 사람들이 많으며, 100년이 넘은 향나무가 있어 이곳의 가치를 높여주고 있다. 절의 창건이나 연혁은 알려져 있지 않다. 다만 유명한 약수가 있는 곳으로 이곳에는 고려 초에 창건되었다는 약수암이 있었다고만 전해져 오고 있다. 대웅전 옆에 수각을 지어 보호하고 있는 우물이 그것이다.절의 이름으로 삼고 있는‘화림(華林)’에는 두 가지 뜻이 있다고 한다. 하나는 부처가 태어난 룸비니 동산을 의미하며, 또 하나는 미륵부처가 출현하는 곳을 의미한다고 한다. 현재의 명칭인 화림선원은 1972년 대웅전을 건립하면서 장차 미륵부처가 출현하는 곳을 화림동산이라 부르므로 그 뜻을 새기고자 약수암에서 명칭을 바꾸었다고 한다.주요한 전각으로는 대웅전과 삼성각이 있으며, 수각과 요사 두 채, 그리고 삼층석탑이 있다. 역사절에 전해져오는 말에 따르면 화림선원은 원래 약수암으로 고려 초에 창건되었다가 소실되었다고 하지만 확실한 연대는 확인되지 않고 있다. 한편 조선시대의 문헌기록에서 원래의 절 이름이라고 하는 약사사도 찾아볼 수 없다. 「新增東國輿地勝覽」을 비롯하여 「東國輿地志」, 「伽藍攷」, 「輿地圖書」 등의 문헌에는 수리산에 있던 사찰로 元堂寺와 淨水菴 두 곳만 기록되어 있다. 그나마 정수암은 18세기에는 폐사가 되어 있었다. 혹시 약수암을 정수암과 혼동한 것인지는 알 수 없다. 마을 사람들은 절 부근을 ‘절골’이라 부르고 있다. 또 탑이 많아서 ‘탑골’이라고도 불렀는데, 일제강점기에 일본인들이 이곳의 탑들을 수탈해 일본으로 가져갔다고 한다.",인문(문화/예술/역사),사찰
TEST_00021,./image/test/TEST_00021.jpg,"보령 해수욕장 관광특구는 보령을 대표하는 대천해수욕장과 무창포해수욕장, 죽도 관광지로 이루어진다. 이중 길이 3.5km, 폭 100m의 해변을 가진 대천해수욕장은 서해안의 대표 바다 축제인 보령머드축제 장소이다. 축제가 열리면 매년 200만 명 이상의 여행자가 찾아올 만큼 즐길 거리도 다양하다. 국제적으로 인지도가 높아 내국인 뿐 아니라 외국인 여행자도 많다. 해변을 따라 산책하기 좋은 해송 숲이 이어진다. 이 숲은 사계절 내내 여행자의 쉼터로 이용된다. 민박, 모텔, 관광호텔 등 다양한 숙박 시설도 자리하고 있다.대천해수욕장 남쪽에 위치한 무창포해수욕장은 해변에서 석대도까지 1.5km 남짓 열리는 바닷길로 유명하다. ‘신비의 바닷길’은 밀물과 썰물의 차이가 만들어내는 것으로 바닷길이 열리는 시간은 매일 달라진다. 소라, 조개, 낙지 등을 직접 잡아 볼 수 있는 바닷길 산책은 반드시 물때를 확인한 후 이용해야 한다. 바닷길 열리는 시간은 무창포해수욕장 홈페이지에서 확인할 수 있다. 무창포는 서해의 아름다운 낙조 장소로도 손꼽힌다.대천해수욕장과 무창포해수욕장 사이에 있는 죽도는 기암괴석과 울창한 해송으로 유명한 섬으로 해변을 따라 산책하기 좋다.",인문(문화/예술/역사),관광단지
TEST_00025,./image/test/TEST_00025.jpg,"방랑시인 김삿갓이 생을 마쳤던 전남 화순지역의 대표적인 정자 물염정은 화순적벽에서 3km 상류에 위치한다. 병풍처럼 둘러 친 물염적벽의 기암절벽과 소나무숲의 운치, 그리고 깊은 계곡과 단애의 풍치를 정자 위에서 바라보고 있노라면 마치 신선이 노닐던 선경속으로 빠져들게 할 만큼 멋진 절경을 연출한다.  최근에는 김삿갓(본명 김병연)과 관련하여 그의 석상과 시비가 물염정 입구에 조성되어 관광객의 흥미를 더하고 있다.",인문(문화/예술/역사),유명건물
TEST_00026,./image/test/TEST_00026.jpg,"한 해의 마무리를 경험할 수 있는 축제! 새해맞이 시민의 종 타종식은 부산시민, 관광객 등 모두가 모여 함께 한 해를 보내며 기쁨을 나누는 축제이다. 새해맞이 시민의 종 타종식은 추운 날씨지만 서로의 건강과 행복을 빌며 따뜻한 마음을 나눌 수 있는 축제이다.",인문(문화/예술/역사),일반축제
TEST_00027,./image/test/TEST_00027.jpg,"씨앗호떡, 곤약 어묵, 매운 떡볶이, 비빔당면, 유부주머니, 밀면, 돼지국밥 등 말이 필요없는 부산의 푸짐한 먹거리. 이 중에서도 말이 필요없는 별미로 첫손에 꼽히는 냉채족발. 매콤한 겨자소스에 당근과 오이 등 각종 야채와 해파리를 올려 맛본다, 덕분에 느끼한 것은 잘 먹지 못하는 젊은 아가씨들도 칼큼한 겨자 소스와 야채의 힘을 빌어 마음껏 맛볼 수 있다. ‘부평 족발골목’ 이라는 이름처럼 부평동 자락에 족발집들이 모여있다. 국제시장을 구경하다 광복로를 따라 올라가면 여기저기 ‘족발’ 간판이 내걸린 부평동 사거리와 닿는다.",인문(문화/예술/역사),이색거리
TEST_00029,./image/test/TEST_00029.jpg,"충북 진천군 문백면 공예촌길 일원에 도자기, 목공예, 천연염색, 한지공예 등 각 분야 예술인들이 모여 사는 진천공예마을이 있다. 공예가들이 사는 마을답게 집 하나하나가 예술 작품처럼 특색 있다. 고가, 황토집, 서구식 가옥 등 개성 넘치는 집들이 모여 운치 있는 공예마을을 이룬다. 작가들의 작업실로 이용되는 공간에서 공예체험도 가능하다. 작가들과 함께 소통하며 체험을 할 수 있어 더 흥미롭다.",인문(문화/예술/역사),이색거리
TEST_00030,./image/test/TEST_00030.jpg,남해 바다로 둘러싸인 장흥군 회진면의 한재공원은 국내 최대의 할미꽃 자생군락지로 보송보송한 솜털로 치장한 검붉은 할미꽃이 지천으로 널려있다. 한국영화의 거장 임권택 감독의 영화 '천년학' 촬영지로도 유명하며 공원 위로 올라서면 드넓게 펼쳐진 다도해가 훤히 내려다 보인다. 풀속에서 보이지 않는 듯 보이는 할미꽃은 두 손녀의 애틋한 정이 서려있는 전설이 전해져온다. 이름 모를 풀 한포기가 나와 할머니의 구부러진 허리처럼  땅을 딛고 진홍빛 아름다운 꽃을 피웠다.,인문(문화/예술/역사),공원
TEST_00031,./image/test/TEST_00031.jpg,"인천광역시 남동구에 있는 조선 후기에 축조된 포대. 1982년 3월 2일 인천광역시 유형문화재로 지정되었다. 병인 · 신미양요를 거치면서 경기 연안의 군비강화 필요성을 절감한 정부가 해안을 통해 들어오는 외세를 사전에 방어하기 위해 어영대장 신정희와 강화유수 이경하에게 명하여 군사시설을 확충토록 함으로써 1879년 (조선 고종 16년) 축조되었다. 축조 당시에는 당시의 지명을 따서 호구포대라고 명명하였으나 현재는 논현포대라는 이름으로 부르고 있으며, 대포를 올려놓은 대좌인 포좌가 두 개 남아 옛 모습을 전해주고 있다. 인천연안은 강화의 바닷길을 통해 한양으로 가는 길목이었기 때문에 당시 많은 포대가 있었으나,현재는 논현포대만 남아있다.",인문(문화/예술/역사),성
