id,img_path,overview,cat1_result,result
TEST_00004,./image/test/TEST_00004.jpg,"팔공산은 경산시의 북쪽에 위치한 해발 1192.3 m의 높은 산으로 신라시대에는 중악, 부악으로 알려진 명산이다. 이곳에는 관봉석조여래좌상(갓바위), 원효사, 천성사, 불굴사 등 신라 고찰과 문화유적이 많다. 전체면적 - 95.687㎢(9,569ha) 공원구역 - 91.487㎢(9,149ha) 공원보호구역 - 4.2㎢(420ha)",자연,국립공원
TEST_00012,./image/test/TEST_00012.jpg,"거창 서변은 높은 산들로 둘러싸인 분지형으로 예로부터 농업이 발달하고 인물이 많이 나왔으며, 많은 문신 학자들을 배출한 고장이기도 하다. 또한, 국난 시에는 많은 의병이 일어난 곳으로 이 일대에 산성이 많이 남아 있는 것으로 보아도 알 수 있다. 물 맑고, 공기 좋고, 아름답고 쾌적한 천혜의 자연환경을 지닌 거창 서변은 일교차가 심한 청정의 산골로서 과실과 농작물의 생육.결실을 돕는 천연의 기후 조건으로 신선도와 당도 및 저장성이 뛰어나며 맛과 영양이 풍부한 최고의 농산물을 생산하고 있는 곳이기도 하다.",자연,해수욕장
TEST_00017,./image/test/TEST_00017.jpg,"강원도 양양군 현남면 동산리에 위치한 해수욕장이다. 7번 국도를 따라 북분리해수욕장과 동산포항해수욕장 사이에 있다. 탁 트인 바다 위로 죽도가 바라다보이는 전망이 일품이다. 매년 7월~8월 사이 해수욕장으로 개장한다. 샤워실, 화장실, 급수대 등을 비롯해 야영장 등 피서객을 위한 편의시설이 잘 갖춰져 있다. 적당한 수심과 높은 파도 등 파도타기 좋은 환경 때문에 ‘우리나라 서핑 1번지’로 불린다. 해수욕장 주변으로 펜션과 민박 등 숙박업소와 식당, 카페, 횟집 등이 몰려 있어 관광객들이 많이 찾는다. 주변 둘러볼 여행지로는 양양죽도오토캠핑장과 죽도해변, 죽도정 등이 있다.[주요시설&부대시설]동산해수욕장[체험프로그램]수영",자연,해수욕장
TEST_00018,./image/test/TEST_00018.jpg,"시무지기 폭포는 규봉암 아래 해발 고도 700m에 위치하고 있는 천연폭포이며, 전체 높이는 약 72m이다. 강수량이 많은 날 특히 그 규모가 크다. 폭포 주변을 이루는 암상은 무등산응회암으로 이루어져 있다. 폭포의 규모는 72m이며, 상담(35m), 중단(15m), 하단(32m)의 3단계로 나뉜다. 폭포는 중간까지 45도의 각도로 내려오다가 마지막 하단부 7m에서는 90도로 떨어지는 수직 폭포의 형태로 장관을 이루고 있다. 시무지기란 말은 '세 무지개'라는 전라도 방언으로, 비가 그치고 햇살이 비추면 세 개의 무지개가 뜬다고 하여 붙여진 이름이다.",자연,폭포
TEST_00023,./image/test/TEST_00023.jpg,"요트가 있는 풍경, 보령방조제 충남 보령시 오천면 충청수영로 소성삼거리에서 천북면을 잇는 방조제는 육지와 육지 사이의 바다를 거침없이 가로지른다. 갓길이 없어 방조제에 주차할 수 없는 도로지만 주차장에 차를 세우고 방파제를 따라 걸어봄 직하다. 서해 쪽으로 오천항 외에 천북마리나가 자리해 정박한 요트들이 이국적인 풍경을 연출한다. 인근 천북면은 굴이 특산물인 만큼 굴요리로 한끼 식사를 삼아도 좋다.",자연,자연생태관광지
TEST_00028,./image/test/TEST_00028.jpg,"화천군 하남면 서오지리에 위치한 연꽃 생태공원으로 온 가족이 함께 즐길 수 있는 공간이다. 건넌들이라고 불리던 늪지대에 2005년부터 조성하기 시작했으며 수련, 백련, 순채, 가시연, 어리연꽃 등 400여 종에 달하는 연꽃들이 계절에 따라 꽃을 피워 사진작가들과 여행객들에게 인기 있는 관광명소다. 원래 이곳은 쓰레기와 오물이 넘쳐나는 오염지대였으나 주민들이 힘을 합쳐 생태계를 살려 나가기 위해 연을 심기 시작했다고 한다. 덕분에 이곳을 떠났던 물고기들이 돌아와 수중 생태환경도 되살아나고 있다.",자연,자연생태관광지
TEST_00040,./image/test/TEST_00040.jpg,"제주 한라산은 자연휴식년제를 실시 중인 돈내코 코스를 제외한 다섯 개의 탐방코스가 있다. 관음사, 어리목, 영실, 성판악을 기점으로 하는 코스와 어리목 부근의 기생화산인 어승생악 코스가 있다. 한라산 최고의 가을 단풍코스로는 단연 영실코스를 들 수 있다. 한라산 서측 99번 국도를 따라가면 어리목 입구를 지나 1100고지 휴게소를 넘어서 약 4km쯤 내려가면 영실입구 삼거리에 도착한다. 삼거리에서 매표소까지는 약 3km 거리. 매표소에서 영실휴게소까지는 다시 30~40분 정도 걸어 올라가야 한다. 영실 탐방코스(영실∼윗세오름)는 3.7km로 대략 1시간 40분 정도 소요된다. 영실휴게소를 출발하여 1km 남짓 비교적 완만한 길로 힘들이지 않고, 주변 수목과 영실 계곡 단풍을 즐기며 쉬엄쉬엄 오를 수 있다.본격적으로 들쭉날쭉한 기암괴석이 시야에 들어오기 시작하는 오르막길로 접어들면 가파른 산길이 능선을 따라 이어진다. 등산로 아래로 깊게 팬 영실 계곡과 주변을 둘러친 웅장한 거벽은 아마도 이곳이 과거의 거대한 화산분출구가 아니었나 짐작케 한다. 병풍바위를 지나면서부터는 다시금 평탄한 산길이 나타나고 휘파람을 불며 거닐만큼 편안한 등산로가 윗세오름휴게소까지 이어진다. 한라산 영실의 첫번째 매력은 영주십경(瀛州十景)의 하나인 영실기암을 들수 있다. 해발 1,400∼1,600m 지점의 거대한 계곡 우측에 천태만상의 기암 괴석들이 즐비하게 하늘을 찌를 듯 솟아 있다. 옛부터 '오백나한', 또는 '오백장군' 이라 불리우기도 하는 영실기암은 깊어가는 한라산 단풍을 배경으로 가을 한라산의 진수를 펼쳐보인다.병풍 바위에서 불어오는 산바람에 잠시 숨을 돌리고 땀을 식힌 다음, 내친 걸음에 윗세오름까지, 마치 광활한 활주로에 멀리 떡하니 버티고 있는 듯한 한라산 화구벽은 영실 가을산행의 또 다른 매력으로 다가온다. 여유가 있다면 윗세오름에서 북쪽 하산길로 접어 들어 봄철 철쭉으로 유명한 만세동산, 사제비 동산을 지나 약수 한모금 들이키고 이어지는 어리목으로의 하산을(1시간 40분소요) 권할 수 있다. 모름지기 국토 최남단의 영산 한라산의 더할나위 없는 가을단풍 산행의 진수라 할 수 있다.",자연,산
TEST_00041,./image/test/TEST_00041.jpg,"예래포구는 제주 올레 8코스 중간에 있는 작은 포구다. 박수기정 절벽과 산방산의 아름다운 경치와 더불어 바다와 포구를 한눈에 내려다볼 수 있는 동나드르 쉼터가 있다. 해안 길을 따라가다 보면 詩가 적힌 항아리 작품들이 정취를 더한다.예래포구에도 다른 포구들처럼 등대가 우뚝 서 있는데, 특히 예래포구의 등대는 이곳을 떠나 일본에서 살던 김진황 씨가 물질하러 나온 사계리 사람을 만나 결혼하고 자수성가한 후 고향을 위해 세웠다고 한다. 하예리에 세운 하얀 등대는 남편 등대, 사계리에 세운 빨간 등대는 아내 등대라고 불리는데, 그중 하얀 등대가 바로 ‘김진황’ 씨의 이름을 딴 예래포구의 ‘진황 등대’다. 진황 등대 옆에 자리한 갯바위는 낚시를 즐기는 사람들이 많이 찾는 곳으로, 앞바다에는 바닷물이 얕게 들어와 잠시 발을 담가 시원한 바다를 느껴보기에도 좋다.",자연,등대
TEST_00046,./image/test/TEST_00046.jpg,"환경오염 없는 맑고 깨끗한 계곡으로 유명한 비수구미마을. 특히, 자연원시림과 넓은 바위가 계곡을 따라 밀집되어 있다. 파로호와 함께 가족단위 관광객들을 위한 가을 명소이다.",자연,계곡
TEST_00053,./image/test/TEST_00053.jpg,"협곡을 헤쳐 흐르던 섬진강이 들판을 만들어 사람을 부르고 그곳에 모인 사람들은 촌락을 이루고 문화를 만들어냈다. 박경리의 소설&lt;토지&gt;가 이곳 하동군 악양면 평사리에 그 기둥을 세운 이유 3가지 중의 첫번째가 이곳 평사리들이다. 만석지기 두엇은 능히 낼만한 이 넉넉한 들판이 있어 3대에 걸친 만석지기 사대부 집안의 이야기가 전개되는 모태가 되었다. 생전 박경리 선생은 세상에서 가장 듣기 좋은 소리로 세 가지를 얘기 하셨는데 그중 하나가 ""마른 논에 물들어가는 소리""였다. 그렇듯 이 넉넉한 들판은 모든 생명을 거두고 자신이 키워낸 쌀과 보리로 뭇 생명들의 끈을 이어준다. 섬진강 오백리 물길 중 가장 너른 들을 자랑하는 평사리들(무딤이들)은 83만여 평에 달한다.",자연,해안절경
