id,img_path,overview,cat1_result,result
TEST_00009,./image/test/TEST_00009.jpg,"약 50여개의 점포가 있는 골목형 시장이다. 시장 내에 개성 있는 인테리어의 카레전문점과 카페가 생기면서 젊은층의 유입도 늘어나고 있다. 규모가 작고 통로도 좁은 전통시장이지만 청결과 위생에 중점을 두고 있고 개성있는 카레집, 디저트카페가 있어 젊은층에 인기가 좋다.",쇼핑,상설시장
TEST_00016,./image/test/TEST_00016.jpg,"부산 서구의 전통시장인 충무동 새벽시장은 부산 남항과 인접해 있다. 과거에는 새벽 배가 들어오는 시간에 시장이 섰는데 1965년부터 상설시장으로 운영되고 있다. 350여 개의 점포로 구성되어 있으며 큰길에는 주로 싱싱한 해산물을 판매하는 상가가 많다. 농산물, 육류, 반찬은 물론 생활용품까지 다양한 상점들로 구성되어 있다. 지붕이 있어 장보기 좋은 환경이라 이용객이 많다. 매일 새벽 2시부터 싱싱한 채소와 수산물이 모이는 충무동 새벽시장에서 손님이 가장 많은 곳은 김해에서 직송해 온 채소와 반찬으로 유명한 김해 골목이다. 또한 자갈치시장과 부평 깡통시장, 국제시장 등 정겹고 활기 넘치는 시장들이 지척에 있다.",쇼핑,상설시장
TEST_00056,./image/test/TEST_00056.jpg,"서울 영등포구 대림동에 위치한 대림중앙시장은 한국속 작은 중국이라 불릴 정도로 조선족, 중국인, 한국인이 함께 공존하며 운영되고 있는 시장이다. 시장 내에서 판매하는 품목으로는 농축수산, 잡화 등 일반 시장과 다름 없이 물건을 판매하고 있지만 시장 내에 중국 현지인이 운영하는 음식점, 중국에서 맛볼 수 있는 중국 좌판 음식 등 한국 음식 이외에 다양한 중국 먹거리도 판매되고 있다.",쇼핑,상설시장
TEST_00070,./image/test/TEST_00070.jpg,"중앙유통단지는 공장에서 직접납품을 받아 판매하므로 중간단계의 운송비 및 물류비 절감으로 가격이 저렴한 특징이 있다. 또한 도, 소매로 산업용품을 한자리에서 구입 할 수 있다.",쇼핑,전문상가
TEST_00136,./image/test/TEST_00136.jpg,"전면적의 82%가 산인 진안은 오늘날 전국에서 인삼이 가장 많이 생산되는 고장이다. 1990년5월15일에 개장한 전북인삼조합은 지하 1층, 지상2층(연건평 1,595평)건물로서 수삼유통센터, 농특산물직판장, 백삼제조장, 검사장, 홍보관, 전시관, 휴게실 등을 갖춘 전국 최대 규모의 인삼상설시장으로서 고려인삼의 성장 및 제조 판매과정을 한눈에 볼 수 있다.",쇼핑,특산물판매점
TEST_00151,./image/test/TEST_00151.jpg,"수성시장은 1971년에 개설되어 현재까지 이어져 오고 있는 수성구의 대표 시장이다.주변에 대규모 아파트 주거단지가 있고, 대구 중심가와도 가까운 거리에 있어 접근성이 좋다. 인근에 지하철 3호선 수성시장역이 있다. 수성시장 양옆에 동성시장과 태백시장이 함께 어우러져 있어 수성시장에 방문하는 고객들은 동성시장과 태백시장까지 방문하여 더욱 다양한 쇼핑을 즐길 수 있다. 수성시장에서 쇼핑하는 경우 시장 앞 도로변에 한 시간까지 주차가 가능하다.",쇼핑,상설시장
TEST_00175,./image/test/TEST_00175.jpg,"해외 여행자들에게 매우 친숙한 DFS는 1960년 홍콩에 매장을 창업한 이래 샌프란시스코에  본사를 두고 30여년동안 세계 각지에 지점망을 확보하여 지금은 약 16개국에 150여개의 면세점을 운영하고 있는 세계 최대의 면세점 체인 업체이다.  DFS는 국제공항 및 유명 호텔을 비롯하여 시내 중심가에 위치하고 있어 항상 편리하게 이용할 수 있다. DFS에서는 자체 구매팀을 통하여 세계 유수의 일류 브랜드만을 엄선하여 전세계 DFS 매장 에 공급, 품질을 보증하고 있으며 향수, 화장품, 시계, 액세서리, 가죽제품, 유명 디자이너 브랜드 등 최신 제품들을 한 곳에서 편리하게 쇼핑할 수 있다.  다른 유통기관보다 윌씬 저렴하고 확실한 품질의 일류 상품을 한곳에서 안심하고 구입할 수 있는 것은 물론이고 여행하는 나라나 지역에서 생산되는 특산품이나 민예품 등도 엄선 하여 갖추어 놓고 있다.",쇼핑,전문상가
TEST_00212,./image/test/TEST_00212.jpg,"롯데아울렛 광주월드컵점은 식품에서 의류까지 다양한 브랜드를 저렴한 가격으로 만날 수 있는 쇼핑몰로 롯데마트 월드컵점과 공동으로 운영되고 있다. 또한 광주월드컵경기장, 수영장, 테스니장 등 체육시설과 문화시설이 갖춰져 있는 복합 쇼핑공간이다.",쇼핑,전문상가
TEST_00245,./image/test/TEST_00245.jpg,격포항에 위치한 수산시장으로 싱싱한 수산물을 만날 수 있다.,쇼핑,상설시장
TEST_00271,./image/test/TEST_00271.jpg,경창시장은 60여 개의 점포를 이루고 있는 전통시장으로 고객지원센터 내 화장실을 설치하는 등 고객 편에서 생각하는 다양한 서비스를 제공하고 있다. 고객지원센터 1층에 위치한 공동배송센터는 차량과 오토바이를 이용하여 일정 금액 이상 구매 고객을 대상으로 무료 배송 서비스도 실시한다. 또 고객지원센터 내 쇼핑카드 30대를 배치하여 전통시장의 주요 고객인 노약자나 어린이를 동반한 주부들이 편리하게 쇼핑할 수 있도록 환경을 개선하였다.,쇼핑,상설시장
